TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.723958,10,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.682292,10,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.739583,10,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.880208,13,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.026042,10,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.838542,10,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.223958,10,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.786458,10,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.213542,11,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.291667,15,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.416667,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.322917,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.09375,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.354167,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.526042,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.359375,23,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.015625,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.145833,32,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.239583,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,2.432292,29,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,2.447917,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,2.432292,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,2.748958,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,1.978472,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,1.859375,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.045139,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.736458,4,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.527431,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.495833,6,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.230903,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.182292,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.167708,7,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.128819,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.121528,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.162847,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.133681,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.080208,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.116667,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.077778,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.0875,2,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.15625,8,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.104167,8,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.104167,8,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.8125,34,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.927083,26,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.640625,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.447917,8,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.427083,8,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.364583,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.375,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.401042,8,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.463542,8,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.416667,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.328125,8,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.369792,8,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.317708,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.302083,8,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.416667,8,,,,,,,,,,,,,,,,,,,,,,,,,,
