TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.265625,63.733,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.177083,68.267,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.182292,77.6,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.296875,82.4,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.328125,87.467,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.354167,75.733,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.291667,79.733,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.229167,92.333,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.822917,94.333,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.619792,71.667,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.880208,43.333,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.369792,51.333,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.359375,81.333,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.619792,122.67,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.796875,88.533,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.796875,131.73,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.385417,147.73,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.328125,118.93,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.708333,146.67,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.645833,162.67,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.348958,193.6,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.338542,150.93,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.083333,176.53,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.4375,185.6,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.276042,158.93,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.395833,169.6,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,3.395833,181.87,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,3.098958,151.47,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,3.078125,106.67,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,1.997917,75.733,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,1.382986,67.2,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.940625,48.533,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.617361,58.667,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.466667,50.133,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.469097,51.2,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.359722,50.667,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.286806,36.8,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.332986,42.667,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.216319,51.733,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.226042,50.667,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.228472,44.8,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.184722,36.8,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.192014,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.194444,33.6,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.128819,37.867,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.165278,37.333,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.148264,60,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.161458,46.933,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.796875,106.67,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),4.588542,106.67,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),4.5625,106.67,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),4.635417,82.133,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),4.239583,91.2,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),4.255208,88.533,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),3.411458,92,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),3.171875,105.87,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),2.234375,103.73,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.630208,89.867,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.442708,88,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),1.067708,105.07,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.9375,98.667,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.78125,77.067,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.697917,96,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.484375,84.267,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.515625,75.2,,,,,,,,,,,,,,,,,,,,,,,,,
