TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
34,Amino acid mixture (4 mM),0.430208,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.734028,17,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.957639,16,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.884722,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.617361,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.517708,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.658681,36,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.534722,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.602778,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.571181,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.447222,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.430208,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),1.368403,47,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.4375,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.488542,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.430208,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.354861,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.369444,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.35,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.376736,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.507986,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.515278,46,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.296528,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.228472,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.362153,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.313542,56,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.473958,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.340278,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.308681,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.359722,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.354861,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.313542,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.444792,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.398611,49,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.357292,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.388889,50,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.56875,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.425347,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.439931,50,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.534722,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.405903,57,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.39375,48,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.384028,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.464236,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.396181,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.505556,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.376736,58,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.420486,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.572917,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.390625,55,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.307292,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.588542,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.520833,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.333333,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.989583,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.161458,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.203125,41,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.010417,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.541667,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.703125,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.692708,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.666667,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.625,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.651042,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.927083,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.744792,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.114583,55,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.125,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.807292,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.890625,64,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.848958,61,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.145833,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.505208,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.161458,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.109375,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.380208,44,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.40625,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.302083,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.963542,95,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.458333,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.098958,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.713542,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.276042,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.729167,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.322917,130.5,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.697917,135.5,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.739583,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,5.213542,116,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,10.41667,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,4.916667,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,4.861111,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,4.187847,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,4.508681,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,3.660417,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,2.095139,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,2.068403,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.898264,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,1.205556,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.991667,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,1.1375,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.551736,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.729167,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.590625,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.471528,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.449653,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.396181,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.379167,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.264931,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.401042,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.416667,46,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.322917,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),1.296875,46,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.484375,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.963542,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.8125,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.71875,74,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.760417,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.640625,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.5625,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.557292,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.557292,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.578125,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.40625,74,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.645833,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.463542,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.505208,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,
