TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
46,Amino acid mixture (4 mM),0.629514,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.627083,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.617361,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.595486,31,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.532292,32,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.520139,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.486111,35,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.471528,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.520139,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.517708,38,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.328125,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.410764,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.476389,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.452083,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.444792,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.439931,39,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.359722,46,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.323264,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.425347,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.731597,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),1.237153,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),1.929861,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),1.587153,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),1.190972,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.884722,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.724306,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.573611,56,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.48125,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.459375,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.459375,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.507986,53,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.466667,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.478819,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.493403,50,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.403472,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.403472,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.567708,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.552083,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.619792,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.598958,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.40625,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.46875,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.192708,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.442708,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.375,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.09375,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.692708,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.723958,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.9375,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.90625,48,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.328125,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.083333,38,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.78125,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.973958,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.427083,47,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.223958,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.354167,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.317708,52,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.005208,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.963542,42,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.739583,54,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.270833,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.604167,81,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.416667,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.453125,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.270833,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.239583,134,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.203125,153,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.0625,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.734375,133.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.0625,139,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.916667,143.5,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.989583,146.5,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.411458,137,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.552083,133,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,6.963542,150.5,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,5.619792,40,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,4.78125,40,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.869444,40,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,4.861111,40,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,4.861111,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,3.332292,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,2.736806,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.895833,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.322222,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.921181,32,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.644097,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.469097,23,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.359722,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.274653,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.311111,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.238194,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.289236,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.427778,29,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.201736,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.172569,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.307292,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.223958,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.453125,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),2.1875,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),2.932292,116.8,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),2.057292,119.2,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.619792,120.8,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.390625,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),1.317708,82,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),1.322917,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.088542,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.166667,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),1.40625,100,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),1.182292,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),1.354167,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),1.223958,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),1,94,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),1.161458,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,
