TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
36,Amino acid mixture (4 mM),0.498264,80,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.403472,80,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.371875,80,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.313542,71,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.289236,75.4,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.294097,60.2,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.21875,53.4,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.187153,45,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.21875,44.2,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.167708,41.8,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.243056,45,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.269792,37.2,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.238194,28.8,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.179861,29.2,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.192014,32.8,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.274653,32,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.260069,36.6,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.211458,33.2,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.226042,28,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.238194,29.2,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.240625,32,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.204167,32.2,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.269792,33.8,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.308681,35.2,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.2625,36.8,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.260069,36.2,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.2625,42.8,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.247917,36,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.320833,36.6,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.284375,40.4,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.308681,36,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.30625,32,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.35,32.6,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.30625,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.369444,32,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.422917,28,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.311111,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.272222,22.2,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.328125,22,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.352431,21.8,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.415625,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.374306,24.2,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.291667,19.8,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.294097,19,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.30625,20.2,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.311111,27,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.359375,28.2,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.302083,27.4,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.338542,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.348958,24.2,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.921875,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.177083,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.302083,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.046875,29.6,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.84375,28,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.614583,35,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.479167,35.2,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.630208,38.6,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.9375,39.8,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.90625,41,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.703125,31.2,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.848958,30,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),2,35,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.859375,33.2,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.005208,39,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.354167,37.4,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.854167,36,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.5,31,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.932292,36.5,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.96875,39,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.177083,143,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.927083,190.5,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.921875,126,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.354167,126.5,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.583333,161,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.723958,205,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.677083,210,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.302083,212,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.203125,200,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.359375,205,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.401042,208,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.463542,210,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.119792,200,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.401042,215,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.286458,196,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,3.53125,195.5,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,3.494792,172,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,3.348958,150,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.295833,130,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,3.013889,80,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,2.165625,67,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.966319,57,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.543403,40,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.139931,32.6,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.789931,27.9,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.580903,21.5,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.362153,16.9,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.337847,15.5,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.323264,12.3,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.281944,12,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.252778,9.9,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.228472,9.8,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.179861,2,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.187153,8.1,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.153125,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.162847,8,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.21875,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.171875,8,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.135417,8.4,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.755208,99.2,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.838542,136.8,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.53125,86.8,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.40625,95.2,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.255208,129.6,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.994792,102.8,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),1.015625,93.2,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.963542,122,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.973958,152.4,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.963542,157.6,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.822917,160,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.708333,140,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.78125,157.6,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.760417,160,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.755208,160,,,,,,,,,,,,,,,,,,,,,,,,,
